.,division_name,department,dept_name,section,sect_name,plant_no,plant_name,dp_no,dp_date,unlock_display_code,doc_type,customer_no,customer_name,site_no,site_name,product_no,dp_dispatch_qty,truck_no,upload_date
90000142,CPAC East,20164,East 2,23190,ผลิตพานทอง,13O5,ซิโนมา Type X,5140018341,6/05/2026 0:00 น.,8420,NoSign,FR34000012,บริษัท ไป๋หมิง คอนสตรัคชั่น (ประเทศไทย) จำกัด,E011141,Multi-Fineline Project,00D0B3AB31,5.5,9999,
90000142,CPAC East,20164,East 2,23190,ผลิตพานทอง,13O5,ซิโนมา Type X,5140018339,6/05/2026 0:00 น.,1705,NoSign,FR34000012,บริษัท ไป๋หมิง คอนสตรัคชั่น (ประเทศไทย) จำกัด,E011141,Multi-Fineline Project,00D0B3AB31,5.5,9999,
90000142,CPAC East,20164,East 2,23190,ผลิตพานทอง,13O5,ซิโนมา Type X,5140018340,6/05/2026 0:00 น.,118,NoSign,FR34000012,บริษัท ไป๋หมิง คอนสตรัคชั่น (ประเทศไทย) จำกัด,E011141,Multi-Fineline Project,00D0B3AB31,5.5,9999,
90000142,CPAC East,20164,East 2,23190,ผลิตพานทอง,13O5,ซิโนมา Type X,5140018342,6/05/2026 0:00 น.,166,NoSign,FR34000012,บริษัท ไป๋หมิง คอนสตรัคชั่น (ประเทศไทย) จำกัด,E011141,Multi-Fineline Project,00D0B3AB31,5.5,9999,
90000140,CPAC Metro,14301,Metro 2,14404,Prod.รามอินทรา,31B2,มีนบุรี,4053906198,6/05/2026 0:00 น.,4725,NoSign,3001656,บ.เนาวรัตน์พัฒนาการ จก.(มหาชน),C90398,N.506 B ท่อร้อยสายไฟใต้ดิน รถไฟฟ้าสายสีชมพู (คลองประปา-มีนบ,05M2A9AB33,4,8815,
90000142,CPAC East,20164,East 2,23190,ผลิตพานทอง,13O5,ซิโนมา Type X,5140018343,6/05/2026 0:00 น.,6804,NoSign,FR34000012,บริษัท ไป๋หมิง คอนสตรัคชั่น (ประเทศไทย) จำกัด,E011141,Multi-Fineline Project,00D0B3AB31,5.5,9999,
90000140,CPAC Metro,14300,Metro 1,14388,Prod.บางซื่อ,31N3,บางซ่อน 4,4168132309,6/05/2026 0:00 น.,9506,NoSign,3016696,บ.พีเอสพี ซีเมนต์ไทย จก.,A010307,วางท่อประปา ถ.กาญจนาภิเษก-แม่น้ำเจ้าพระยา นนทบุรี/รวมนที/พัน,28NCA0AB00,5,8697,
90000142,CPAC East,20164,East 2,23190,ผลิตพานทอง,13O5,ซิโนมา Type X,5140018344,6/05/2026 0:00 น.,7908,NoSign,FR34000012,บริษัท ไป๋หมิง คอนสตรัคชั่น (ประเทศไทย) จำกัด,E011141,Multi-Fineline Project,00D0B3AB31,5.5,9999,
90000140,CPAC Metro,14301,Metro 2,14404,Prod.รามอินทรา,31B2,มีนบุรี,4053906199,6/05/2026 0:00 น.,5845,NoSign,3001656,บ.เนาวรัตน์พัฒนาการ จก.(มหาชน),C90398,N.506 B ท่อร้อยสายไฟใต้ดิน รถไฟฟ้าสายสีชมพู (คลองประปา-มีนบ,05M2A9AB33,4,2572,
90000142,CPAC East,20164,East 2,23190,ผลิตพานทอง,13O5,ซิโนมา Type X,5140018345,6/05/2026 0:00 น.,9214,NoSign,FR34000012,บริษัท ไป๋หมิง คอนสตรัคชั่น (ประเทศไทย) จำกัด,E011141,Multi-Fineline Project,00D0B3AB31,5.5,9999,
90000142,CPAC East,20164,East 2,23190,ผลิตพานทอง,13O5,ซิโนมา Type X,5140018346,6/05/2026 0:00 น.,9529,NoSign,FR34000012,บริษัท ไป๋หมิง คอนสตรัคชั่น (ประเทศไทย) จำกัด,E011141,Multi-Fineline Project,00D0B3AB31,5.5,9999,
90000142,CPAC East,20164,East 2,23190,ผลิตพานทอง,13O5,ซิโนมา Type X,5140018347,6/05/2026 0:00 น.,8001,NoSign,FR34000012,บริษัท ไป๋หมิง คอนสตรัคชั่น (ประเทศไทย) จำกัด,E011141,Multi-Fineline Project,00D0B3AB31,5.5,9999,
90000142,CPAC East,20164,East 2,23190,ผลิตพานทอง,13O5,ซิโนมา Type X,5140018348,6/05/2026 0:00 น.,8373,NoSign,FR34000012,บริษัท ไป๋หมิง คอนสตรัคชั่น (ประเทศไทย) จำกัด,E011141,Multi-Fineline Project,00D0B3AB31,5.5,9999,
90000142,CPAC East,20164,East 2,23190,ผลิตพานทอง,13O5,ซิโนมา Type X,5140018349,6/05/2026 0:00 น.,683,NoSign,FR34000012,บริษัท ไป๋หมิง คอนสตรัคชั่น (ประเทศไทย) จำกัด,E011141,Multi-Fineline Project,00D0B3AB31,5.5,9999,
90000140,CPAC Metro,14301,Metro 2,14404,Prod.รามอินทรา,31B2,มีนบุรี,4053906200,6/05/2026 0:00 น.,1214,NoSign,3001656,บ.เนาวรัตน์พัฒนาการ จก.(มหาชน),C90398,N.506 B ท่อร้อยสายไฟใต้ดิน รถไฟฟ้าสายสีชมพู (คลองประปา-มีนบ,05M2A9AB33,4,8814,
90000142,CPAC East,20164,East 2,23190,ผลิตพานทอง,13O5,ซิโนมา Type X,5140018350,6/05/2026 0:00 น.,5384,NoSign,FR34000012,บริษัท ไป๋หมิง คอนสตรัคชั่น (ประเทศไทย) จำกัด,E011141,Multi-Fineline Project,00D0B3AB31,5.5,9999,
90000142,CPAC East,20164,East 2,23190,ผลิตพานทอง,13O5,ซิโนมา Type X,5140018351,6/05/2026 0:00 น.,3318,NoSign,FR34000012,บริษัท ไป๋หมิง คอนสตรัคชั่น (ประเทศไทย) จำกัด,E011141,Multi-Fineline Project,00D0B3AB31,5.5,9999,
90000142,CPAC East,23135,East 3,20172,ผลิตระยอง,31HM,มาบตาพุด 4,5038260699,6/05/2026 0:00 น.,5584,NoSign,3020296,บจก.ชุมพรไถ่เชียงคอนกรีต,E009443,Gulf MTP LNG Receiving Terminal Project นิคม รย/คริสเตียนี,46L1A5AB30,5,5987,
90000142,CPAC East,20164,East 2,23190,ผลิตพานทอง,13O5,ซิโนมา Type X,5140018353,6/05/2026 0:00 น.,5961,NoSign,FR34000012,บริษัท ไป๋หมิง คอนสตรัคชั่น (ประเทศไทย) จำกัด,E011141,Multi-Fineline Project,00D0B3AB31,5.5,9999,
90000142,CPAC East,20164,East 2,23190,ผลิตพานทอง,13O5,ซิโนมา Type X,5140018354,6/05/2026 0:00 น.,3259,NoSign,FR34000012,บริษัท ไป๋หมิง คอนสตรัคชั่น (ประเทศไทย) จำกัด,E011141,Multi-Fineline Project,00D0B3AB31,5.5,9999,
90000142,CPAC East,20164,East 2,23190,ผลิตพานทอง,13O5,ซิโนมา Type X,5140018352,6/05/2026 0:00 น.,5233,NoSign,FR34000012,บริษัท ไป๋หมิง คอนสตรัคชั่น (ประเทศไทย) จำกัด,E011141,Multi-Fineline Project,00D0B3AB31,5.5,9999,
90000140,CPAC Metro,14301,Metro 2,14404,Prod.รามอินทรา,31B2,มีนบุรี,4053906201,6/05/2026 0:00 น.,5207,NoSign,3001656,บ.เนาวรัตน์พัฒนาการ จก.(มหาชน),C90398,N.506 B ท่อร้อยสายไฟใต้ดิน รถไฟฟ้าสายสีชมพู (คลองประปา-มีนบ,05M2A9AB33,4,8824,
90000142,CPAC East,23135,East 3,20172,ผลิตระยอง,31HR,มาบตาพุด 6,5057212890,6/05/2026 0:00 น.,6756,NoSign,3020296,บจก.ชุมพรไถ่เชียงคอนกรีต,E009443,Gulf MTP LNG Receiving Terminal Project นิคม รย/คริสเตียนี,46L1A5AB30,5,2509,
90000142,CPAC East,20164,East 2,23190,ผลิตพานทอง,13O5,ซิโนมา Type X,5140018355,6/05/2026 0:00 น.,1164,NoSign,FR34000012,บริษัท ไป๋หมิง คอนสตรัคชั่น (ประเทศไทย) จำกัด,E011141,Multi-Fineline Project,00D0B3AB31,5.5,9999,
90000142,CPAC East,23135,East 3,20172,ผลิตระยอง,31HR,มาบตาพุด 6,5057212889,6/05/2026 0:00 น.,62,NoSign,3020296,บจก.ชุมพรไถ่เชียงคอนกรีต,E009443,Gulf MTP LNG Receiving Terminal Project นิคม รย/คริสเตียนี,46L1A5AB30,5,2476,
90000140,CPAC Metro,14301,Metro 2,14404,Prod.รามอินทรา,31B2,มีนบุรี,4053906202,6/05/2026 0:00 น.,5752,NoSign,3001656,บ.เนาวรัตน์พัฒนาการ จก.(มหาชน),C90398,N.506 B ท่อร้อยสายไฟใต้ดิน รถไฟฟ้าสายสีชมพู (คลองประปา-มีนบ,05M2A9AB33,4,9140,
90000143,CPAC West,14547,West 1,14669,Prod.อ่างทอง,31K3,ไชโย,6074083745,6/05/2026 0:00 น.,5369,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,H005678,Dali Foods อ่างทอง/ซานซีซีไอจีอินเตอร์เนชั่นแนลคอนสตรัคชั่น,32NCA1AB00,5,5565,
90000140,CPAC Metro,14301,Metro 2,14404,Prod.รามอินทรา,31B2,มีนบุรี,4053906194,6/05/2026 0:00 น.,4459,NoSign,3001656,บ.เนาวรัตน์พัฒนาการ จก.(มหาชน),C90398,N.506 B ท่อร้อยสายไฟใต้ดิน รถไฟฟ้าสายสีชมพู (คลองประปา-มีนบ,05M2A9AB33,4,2572,
90000142,CPAC East,23135,East 3,20172,ผลิตระยอง,31HR,มาบตาพุด 6,5057212887,6/05/2026 0:00 น.,8174,NoSign,3020296,บจก.ชุมพรไถ่เชียงคอนกรีต,E009443,Gulf MTP LNG Receiving Terminal Project นิคม รย/คริสเตียนี,46L1A5AB30,5,2580,
90000143,CPAC West,14547,West 1,14669,Prod.อ่างทอง,31K3,ไชโย,6074083746,6/05/2026 0:00 น.,9416,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,H005678,Dali Foods อ่างทอง/ซานซีซีไอจีอินเตอร์เนชั่นแนลคอนสตรัคชั่น,32NCA1AB00,5,4157,
90000142,CPAC East,23135,East 3,20172,ผลิตระยอง,31HR,มาบตาพุด 6,5057212888,6/05/2026 0:00 น.,748,NoSign,3020296,บจก.ชุมพรไถ่เชียงคอนกรีต,E009443,Gulf MTP LNG Receiving Terminal Project นิคม รย/คริสเตียนี,46L1A5AB30,5,9132,
90000142,CPAC East,20164,East 2,23190,ผลิตพานทอง,13O5,ซิโนมา Type X,5140018335,6/05/2026 0:00 น.,5438,NoSign,FR34000012,บริษัท ไป๋หมิง คอนสตรัคชั่น (ประเทศไทย) จำกัด,E011141,Multi-Fineline Project,00D0B3AB31,5.5,9999,
90000140,CPAC Metro,14301,Metro 2,14506,Prod.บางบัวทอง,31AJ,ปากเกร็ด,4037258815,6/05/2026 0:00 น.,2068,NoSign,3001656,บ.เนาวรัตน์พัฒนาการ จก.(มหาชน),CK4397,N.506 A ท่อร้อยสายไฟใต้ดิน รถไฟฟ้าสายสีชมพู,07NCB0AB00,5,2664,
90000140,CPAC Metro,14300,Metro 1,14388,Prod.บางซื่อ,31N3,บางซ่อน 4,4168132307,6/05/2026 0:00 น.,1108,NoSign,3016696,บ.พีเอสพี ซีเมนต์ไทย จก.,A010307,วางท่อประปา ถ.กาญจนาภิเษก-แม่น้ำเจ้าพระยา นนทบุรี/รวมนที/พัน,28NCA0AB00,5,5870,
90000142,CPAC East,20164,East 2,23190,ผลิตพานทอง,13O5,ซิโนมา Type X,5140018333,6/05/2026 0:00 น.,3350,NoSign,FR34000012,บริษัท ไป๋หมิง คอนสตรัคชั่น (ประเทศไทย) จำกัด,E011141,Multi-Fineline Project,00D0B3AB31,5.5,9999,
90000142,CPAC East,23135,East 3,20172,ผลิตระยอง,31HM,มาบตาพุด 4,5038260696,6/05/2026 0:00 น.,7519,NoSign,3020296,บจก.ชุมพรไถ่เชียงคอนกรีต,E009443,Gulf MTP LNG Receiving Terminal Project นิคม รย/คริสเตียนี,46L1A5AB30,5,8774,
90000142,CPAC East,20164,East 2,23190,ผลิตพานทอง,13O5,ซิโนมา Type X,5140018336,6/05/2026 0:00 น.,6235,NoSign,FR34000012,บริษัท ไป๋หมิง คอนสตรัคชั่น (ประเทศไทย) จำกัด,E011141,Multi-Fineline Project,00D0B3AB31,5.5,9999,
90000142,CPAC East,23135,East 3,20172,ผลิตระยอง,31HM,มาบตาพุด 4,5038260697,6/05/2026 0:00 น.,8424,NoSign,3020296,บจก.ชุมพรไถ่เชียงคอนกรีต,E009443,Gulf MTP LNG Receiving Terminal Project นิคม รย/คริสเตียนี,46L1A5AB30,5,5986,
90000140,CPAC Metro,14301,Metro 2,14404,Prod.รามอินทรา,31B2,มีนบุรี,4053906196,6/05/2026 0:00 น.,3896,NoSign,3001656,บ.เนาวรัตน์พัฒนาการ จก.(มหาชน),C90398,N.506 B ท่อร้อยสายไฟใต้ดิน รถไฟฟ้าสายสีชมพู (คลองประปา-มีนบ,05M2A9AB33,4,8824,
90000140,CPAC Metro,14301,Metro 2,14404,Prod.รามอินทรา,31B2,มีนบุรี,4053906195,6/05/2026 0:00 น.,2145,NoSign,3001656,บ.เนาวรัตน์พัฒนาการ จก.(มหาชน),C90398,N.506 B ท่อร้อยสายไฟใต้ดิน รถไฟฟ้าสายสีชมพู (คลองประปา-มีนบ,05M2A9AB33,4,8814,
90000142,CPAC East,20164,East 2,23190,ผลิตพานทอง,13O5,ซิโนมา Type X,5140018337,6/05/2026 0:00 น.,6308,NoSign,FR34000012,บริษัท ไป๋หมิง คอนสตรัคชั่น (ประเทศไทย) จำกัด,E011141,Multi-Fineline Project,00D0B3AB31,5.5,9999,
90000142,CPAC East,20164,East 2,23190,ผลิตพานทอง,13O5,ซิโนมา Type X,5140018338,6/05/2026 0:00 น.,5095,NoSign,FR34000012,บริษัท ไป๋หมิง คอนสตรัคชั่น (ประเทศไทย) จำกัด,E011141,Multi-Fineline Project,00D0B3AB31,5.5,9999,
90000142,CPAC East,23135,East 3,20172,ผลิตระยอง,31HM,มาบตาพุด 4,5038260698,6/05/2026 0:00 น.,1730,NoSign,3020296,บจก.ชุมพรไถ่เชียงคอนกรีต,E009443,Gulf MTP LNG Receiving Terminal Project นิคม รย/คริสเตียนี,46L1A5AB30,5,5607,
90000140,CPAC Metro,14300,Metro 1,14388,Prod.บางซื่อ,31N3,บางซ่อน 4,4168132308,6/05/2026 0:00 น.,8440,NoSign,3016696,บ.พีเอสพี ซีเมนต์ไทย จก.,A010307,วางท่อประปา ถ.กาญจนาภิเษก-แม่น้ำเจ้าพระยา นนทบุรี/รวมนที/พัน,28NCA0AB00,5,6535,
90000140,CPAC Metro,14300,Metro 1,14388,Prod.บางซื่อ,31AP,ตลิ่งชัน,4006401955,6/05/2026 0:00 น.,6127,NoSign,3003607,บ.คอนสแมท จก.,CR9229,ป.ป.ถ.พุทธมณฑลสาย1ช่วง2ถ.เพชรเกษม-พรานนกพุทธมณฑลสาย4/พีเทคไล,07NCB0AB00,4,6875,
90000140,CPAC Metro,14300,Metro 1,14388,Prod.บางซื่อ,31AP,ตลิ่งชัน,4006401956,6/05/2026 0:00 น.,2760,NoSign,3003607,บ.คอนสแมท จก.,CR9229,ป.ป.ถ.พุทธมณฑลสาย1ช่วง2ถ.เพชรเกษม-พรานนกพุทธมณฑลสาย4/พีเทคไล,07NCB0AB00,3,3301,
90000140,CPAC Metro,14301,Metro 2,14404,Prod.รามอินทรา,31B2,มีนบุรี,4053906197,6/05/2026 0:00 น.,6853,NoSign,3001656,บ.เนาวรัตน์พัฒนาการ จก.(มหาชน),C90398,N.506 B ท่อร้อยสายไฟใต้ดิน รถไฟฟ้าสายสีชมพู (คลองประปา-มีนบ,05M2A9AB33,4,9140,
90000142,CPAC East,20164,East 2,23190,ผลิตพานทอง,13O5,ซิโนมา Type X,5140018330,6/05/2026 0:00 น.,5186,NoSign,FR34000012,บริษัท ไป๋หมิง คอนสตรัคชั่น (ประเทศไทย) จำกัด,E011141,Multi-Fineline Project,00D0B3AB31,5.5,9999,
90000142,CPAC East,20164,East 2,23190,ผลิตพานทอง,13O5,ซิโนมา Type X,5140018331,6/05/2026 0:00 น.,8013,NoSign,FR34000012,บริษัท ไป๋หมิง คอนสตรัคชั่น (ประเทศไทย) จำกัด,E011141,Multi-Fineline Project,00D0B3AB31,5.5,9999,
90000142,CPAC East,20164,East 2,23190,ผลิตพานทอง,13O5,ซิโนมา Type X,5140018332,6/05/2026 0:00 น.,7675,NoSign,FR34000012,บริษัท ไป๋หมิง คอนสตรัคชั่น (ประเทศไทย) จำกัด,E011141,Multi-Fineline Project,00D0B3AB31,5.5,9999,
90000142,CPAC East,20164,East 2,23190,ผลิตพานทอง,13O5,ซิโนมา Type X,5140018334,6/05/2026 0:00 น.,1443,NoSign,FR34000012,บริษัท ไป๋หมิง คอนสตรัคชั่น (ประเทศไทย) จำกัด,E011141,Multi-Fineline Project,00D0B3AB31,5.5,9999,
90000142,CPAC East,20164,East 2,23190,ผลิตพานทอง,13O5,ซิโนมา Type X,5140018356,6/05/2026 0:00 น.,8200,NoSign,FR34000012,บริษัท ไป๋หมิง คอนสตรัคชั่น (ประเทศไทย) จำกัด,E011141,Multi-Fineline Project,00D0B3AB31,5.5,9999,
90000140,CPAC Metro,14301,Metro 2,14404,Prod.รามอินทรา,31B2,มีนบุรี,4053906203,6/05/2026 0:00 น.,3298,NoSign,3001656,บ.เนาวรัตน์พัฒนาการ จก.(มหาชน),C90398,N.506 B ท่อร้อยสายไฟใต้ดิน รถไฟฟ้าสายสีชมพู (คลองประปา-มีนบ,05M2A9AB33,4,8815,
90000142,CPAC East,20164,East 2,23190,ผลิตพานทอง,13O5,ซิโนมา Type X,5140018357,6/05/2026 0:00 น.,8006,NoSign,FR34000012,บริษัท ไป๋หมิง คอนสตรัคชั่น (ประเทศไทย) จำกัด,E011141,Multi-Fineline Project,00D0B3AB31,5.5,9999,
90000142,CPAC East,20164,East 2,23190,ผลิตพานทอง,13O5,ซิโนมา Type X,5140018359,6/05/2026 0:00 น.,8784,NoSign,FR34000012,บริษัท ไป๋หมิง คอนสตรัคชั่น (ประเทศไทย) จำกัด,E011141,Multi-Fineline Project,00D0B3AB31,5.5,9999,
90000142,CPAC East,20164,East 2,23190,ผลิตพานทอง,13O5,ซิโนมา Type X,5140018358,6/05/2026 0:00 น.,2064,NoSign,FR34000012,บริษัท ไป๋หมิง คอนสตรัคชั่น (ประเทศไทย) จำกัด,E011141,Multi-Fineline Project,00D0B3AB31,5.5,9999,
90000142,CPAC East,20164,East 2,23190,ผลิตพานทอง,13O5,ซิโนมา Type X,5140018360,6/05/2026 0:00 น.,8653,NoSign,FR34000012,บริษัท ไป๋หมิง คอนสตรัคชั่น (ประเทศไทย) จำกัด,E011141,Multi-Fineline Project,00D0B3AB31,5.5,9999,
90000140,CPAC Metro,14301,Metro 2,14404,Prod.รามอินทรา,31B2,มีนบุรี,4053906204,6/05/2026 0:00 น.,2615,NoSign,3001656,บ.เนาวรัตน์พัฒนาการ จก.(มหาชน),C90398,N.506 B ท่อร้อยสายไฟใต้ดิน รถไฟฟ้าสายสีชมพู (คลองประปา-มีนบ,05M2A9AB33,4,2572,
90000142,CPAC East,20164,East 2,23190,ผลิตพานทอง,13O5,ซิโนมา Type X,5140018362,6/05/2026 0:00 น.,7670,NoSign,FR34000012,บริษัท ไป๋หมิง คอนสตรัคชั่น (ประเทศไทย) จำกัด,E011141,Multi-Fineline Project,00D0B3AB31,5.5,9999,
90000142,CPAC East,20164,East 2,23190,ผลิตพานทอง,13O5,ซิโนมา Type X,5140018361,6/05/2026 0:00 น.,8302,NoSign,FR34000012,บริษัท ไป๋หมิง คอนสตรัคชั่น (ประเทศไทย) จำกัด,E011141,Multi-Fineline Project,00D0B3AB31,5.5,9999,
90000140,CPAC Metro,14301,Metro 2,14404,Prod.รามอินทรา,31B2,มีนบุรี,4053906205,6/05/2026 0:00 น.,9689,NoSign,3001656,บ.เนาวรัตน์พัฒนาการ จก.(มหาชน),C90398,N.506 B ท่อร้อยสายไฟใต้ดิน รถไฟฟ้าสายสีชมพู (คลองประปา-มีนบ,05M2A9AB33,4,8814,
90000142,CPAC East,20164,East 2,23190,ผลิตพานทอง,13O5,ซิโนมา Type X,5140018363,6/05/2026 0:00 น.,8150,NoSign,FR34000012,บริษัท ไป๋หมิง คอนสตรัคชั่น (ประเทศไทย) จำกัด,E011141,Multi-Fineline Project,00D0B3AB31,5.5,9999,
90000142,CPAC East,20164,East 2,23190,ผลิตพานทอง,13O5,ซิโนมา Type X,5140018366,6/05/2026 0:00 น.,2519,NoSign,FR34000012,บริษัท ไป๋หมิง คอนสตรัคชั่น (ประเทศไทย) จำกัด,E011141,Multi-Fineline Project,00D0B3AB31,5.5,9999,
90000142,CPAC East,20164,East 2,23190,ผลิตพานทอง,13O5,ซิโนมา Type X,5140018364,6/05/2026 0:00 น.,4104,NoSign,FR34000012,บริษัท ไป๋หมิง คอนสตรัคชั่น (ประเทศไทย) จำกัด,E011141,Multi-Fineline Project,00D0B3AB31,5.5,9999,
90000142,CPAC East,20164,East 2,23190,ผลิตพานทอง,13O5,ซิโนมา Type X,5140018365,6/05/2026 0:00 น.,7393,NoSign,FR34000012,บริษัท ไป๋หมิง คอนสตรัคชั่น (ประเทศไทย) จำกัด,E011141,Multi-Fineline Project,00D0B3AB31,5.5,9999,
90000142,CPAC East,20164,East 2,23190,ผลิตพานทอง,13O5,ซิโนมา Type X,5140018367,6/05/2026 0:00 น.,133,NoSign,FR34000012,บริษัท ไป๋หมิง คอนสตรัคชั่น (ประเทศไทย) จำกัด,E011141,Multi-Fineline Project,00D0B3AB31,5.5,9999,
90000142,CPAC East,20164,East 2,23190,ผลิตพานทอง,13O5,ซิโนมา Type X,5140018368,6/05/2026 0:00 น.,9420,NoSign,FR34000012,บริษัท ไป๋หมิง คอนสตรัคชั่น (ประเทศไทย) จำกัด,E011141,Multi-Fineline Project,00D0B3AB31,5.5,9999,
90000140,CPAC Metro,14301,Metro 2,14404,Prod.รามอินทรา,31B2,มีนบุรี,4053906206,6/05/2026 0:00 น.,1810,NoSign,3001656,บ.เนาวรัตน์พัฒนาการ จก.(มหาชน),C90398,N.506 B ท่อร้อยสายไฟใต้ดิน รถไฟฟ้าสายสีชมพู (คลองประปา-มีนบ,05M2A9AB33,4,8824,
90000140,CPAC Metro,14301,Metro 2,14404,Prod.รามอินทรา,31B2,มีนบุรี,4053906207,6/05/2026 0:00 น.,8678,NoSign,3001656,บ.เนาวรัตน์พัฒนาการ จก.(มหาชน),C90398,N.506 B ท่อร้อยสายไฟใต้ดิน รถไฟฟ้าสายสีชมพู (คลองประปา-มีนบ,05M2A9AB33,4,9140,
90000142,CPAC East,20164,East 2,23190,ผลิตพานทอง,13O5,ซิโนมา Type X,5140018370,6/05/2026 0:00 น.,7225,NoSign,FR34000012,บริษัท ไป๋หมิง คอนสตรัคชั่น (ประเทศไทย) จำกัด,E011141,Multi-Fineline Project,00D0B3AB31,5.5,9999,
90000142,CPAC East,20164,East 2,23190,ผลิตพานทอง,13O5,ซิโนมา Type X,5140018369,6/05/2026 0:00 น.,6305,NoSign,FR34000012,บริษัท ไป๋หมิง คอนสตรัคชั่น (ประเทศไทย) จำกัด,E011141,Multi-Fineline Project,00D0B3AB31,5.5,9999,
90000142,CPAC East,20164,East 2,23190,ผลิตพานทอง,13O5,ซิโนมา Type X,5140018371,6/05/2026 0:00 น.,3624,NoSign,FR34000012,บริษัท ไป๋หมิง คอนสตรัคชั่น (ประเทศไทย) จำกัด,E011141,Multi-Fineline Project,00D0B3AB31,5.5,9999,
90000140,CPAC Metro,14301,Metro 2,14404,Prod.รามอินทรา,31B2,มีนบุรี,4053906208,6/05/2026 0:00 น.,3592,NoSign,3001656,บ.เนาวรัตน์พัฒนาการ จก.(มหาชน),C90398,N.506 B ท่อร้อยสายไฟใต้ดิน รถไฟฟ้าสายสีชมพู (คลองประปา-มีนบ,05M2A9AB33,4,8815,
90000142,CPAC East,20164,East 2,23190,ผลิตพานทอง,13O5,ซิโนมา Type X,5140018375,6/05/2026 0:00 น.,7526,NoSign,FR34000012,บริษัท ไป๋หมิง คอนสตรัคชั่น (ประเทศไทย) จำกัด,E011141,Multi-Fineline Project,00D0B3AB31,5.5,9999,
90000140,CPAC Metro,14300,Metro 1,14388,Prod.บางซื่อ,31N3,บางซ่อน 4,4168132310,6/05/2026 0:00 น.,9265,NoSign,3008260,บ.บิลดิ้ง สโตร์ จก.,A015856,บ่อพักและท่อร้อยสายไฟฟ้าใต้ดินร่วมกับสร้างสะพานข้ามแม่น้ำเจ้,07NCB0AB00,3,3289,
90000142,CPAC East,20164,East 2,23190,ผลิตพานทอง,13O5,ซิโนมา Type X,5140018372,6/05/2026 0:00 น.,4386,NoSign,FR34000012,บริษัท ไป๋หมิง คอนสตรัคชั่น (ประเทศไทย) จำกัด,E011141,Multi-Fineline Project,00D0B3AB31,5.5,9999,
90000142,CPAC East,20164,East 2,23190,ผลิตพานทอง,13O5,ซิโนมา Type X,5140018373,6/05/2026 0:00 น.,1379,NoSign,FR34000012,บริษัท ไป๋หมิง คอนสตรัคชั่น (ประเทศไทย) จำกัด,E011141,Multi-Fineline Project,00D0B3AB31,5.5,9999,
90000142,CPAC East,20164,East 2,23190,ผลิตพานทอง,13O5,ซิโนมา Type X,5140018374,6/05/2026 0:00 น.,2666,NoSign,FR34000012,บริษัท ไป๋หมิง คอนสตรัคชั่น (ประเทศไทย) จำกัด,E011141,Multi-Fineline Project,00D0B3AB31,5.5,9999,
90000142,CPAC East,20164,East 2,23190,ผลิตพานทอง,13O5,ซิโนมา Type X,5140018377,6/05/2026 0:00 น.,7107,NoSign,FR34000012,บริษัท ไป๋หมิง คอนสตรัคชั่น (ประเทศไทย) จำกัด,E011141,Multi-Fineline Project,00D0B3AB31,5.5,9999,
90000142,CPAC East,20164,East 2,23190,ผลิตพานทอง,13O5,ซิโนมา Type X,5140018376,6/05/2026 0:00 น.,5027,NoSign,FR34000012,บริษัท ไป๋หมิง คอนสตรัคชั่น (ประเทศไทย) จำกัด,E011141,Multi-Fineline Project,00D0B3AB31,5.5,9999,
90000142,CPAC East,20164,East 2,23190,ผลิตพานทอง,13O5,ซิโนมา Type X,5140018380,6/05/2026 0:00 น.,5411,NoSign,FR34000012,บริษัท ไป๋หมิง คอนสตรัคชั่น (ประเทศไทย) จำกัด,E011141,Multi-Fineline Project,00D0B3AB31,5.5,9999,
90000142,CPAC East,20164,East 2,23190,ผลิตพานทอง,13O5,ซิโนมา Type X,5140018378,6/05/2026 0:00 น.,7213,NoSign,FR34000012,บริษัท ไป๋หมิง คอนสตรัคชั่น (ประเทศไทย) จำกัด,E011141,Multi-Fineline Project,00D0B3AB31,5.5,9999,
90000142,CPAC East,20164,East 2,23190,ผลิตพานทอง,13O5,ซิโนมา Type X,5140018379,6/05/2026 0:00 น.,623,NoSign,FR34000012,บริษัท ไป๋หมิง คอนสตรัคชั่น (ประเทศไทย) จำกัด,E011141,Multi-Fineline Project,00D0B3AB31,5.5,9999,
90000142,CPAC East,20164,East 2,23190,ผลิตพานทอง,13O5,ซิโนมา Type X,5140018381,6/05/2026 0:00 น.,1056,NoSign,FR34000012,บริษัท ไป๋หมิง คอนสตรัคชั่น (ประเทศไทย) จำกัด,E011141,Multi-Fineline Project,00D0B3AB31,5.5,9999,
90000142,CPAC East,20164,East 2,23190,ผลิตพานทอง,13O5,ซิโนมา Type X,5140018382,6/05/2026 0:00 น.,1554,NoSign,FR34000012,บริษัท ไป๋หมิง คอนสตรัคชั่น (ประเทศไทย) จำกัด,E011141,Multi-Fineline Project,00D0B3AB31,5.5,9999,
