.,division_name,department,dept_name,section,sect_name,plant_no,plant_name,dp_no,dp_date,unlock_display_code,doc_type,customer_no,customer_name,site_no,site_name,product_no,dp_dispatch_qty,truck_no,upload_date
90000141,RMC - South Chain,90000566,South 1,10080,Prod.นครศรีธรรมราช,312G,กระบี่,9012214292,5/05/2026 0:00 น.,5957,NoSign,3029145,บ.โฮมมาร์ท ช.โลหะกิจ จก.,S002869,G4Aซุปเปอร์ชีป อ่าวน้ำเมา,38NCB0BB00,5,8722,
90000141,RMC - South Chain,90000566,South 1,10080,Prod.นครศรีธรรมราช,312G,กระบี่,9012214296,5/05/2026 0:00 น.,3828,NoSign,3029145,บ.โฮมมาร์ท ช.โลหะกิจ จก.,S002869,G4Aซุปเปอร์ชีป อ่าวน้ำเมา,38NCB0BB00,4,3072,
90000141,RMC - South Chain,90000566,South 1,10080,Prod.นครศรีธรรมราช,312G,กระบี่,9012214297,5/05/2026 0:00 น.,3899,NoSign,3029145,บ.โฮมมาร์ท ช.โลหะกิจ จก.,S002869,G4Aซุปเปอร์ชีป อ่าวน้ำเมา,38NCB0BB00,3.5,8721,
90000141,RMC - South Chain,90000566,South 1,10083,Prod.สงขลา,314B,หาดใหญ่ 2,9021344168,5/05/2026 0:00 น.,5995,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,RV3351,O3-พลัสคอนโดเพชรเกษม หาดใหญ่ สงขลา/แสงฟ้าก่อสร้าง,38NCB1AB99,4,2163,
90000141,RMC - South Chain,90000566,South 1,10083,Prod.สงขลา,314B,หาดใหญ่ 2,9021344169,5/05/2026 0:00 น.,5634,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,RV3351,O3-พลัสคอนโดเพชรเกษม หาดใหญ่ สงขลา/แสงฟ้าก่อสร้าง,38NCB1AB99,5,2164,
90000141,RMC - South Chain,90000566,South 1,10083,Prod.สงขลา,314B,หาดใหญ่ 2,9021344171,5/05/2026 0:00 น.,897,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,RV3351,O3-พลัสคอนโดเพชรเกษม หาดใหญ่ สงขลา/แสงฟ้าก่อสร้าง,38NCB1AB99,5,2138,
90000141,RMC - South Chain,90000566,South 1,10083,Prod.สงขลา,314B,หาดใหญ่ 2,9021344174,5/05/2026 0:00 น.,8595,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,RV3351,O3-พลัสคอนโดเพชรเกษม หาดใหญ่ สงขลา/แสงฟ้าก่อสร้าง,38NCB1AB99,5,2144,
90000141,RMC - South Chain,90000566,South 1,10080,Prod.นครศรีธรรมราช,15BB,นครศรีฯ-พัทธนันท์,9149009428,5/05/2026 0:00 น.,1854,NoSign,3062934,บริษัท พีระมิด เอ็นจิเนียร์ จำกัด,R006373,CF1A ทล.4103บ.นาพรุ-บ.จังหูนกม.24+450-กม.32+560/พีระมิดเอ็นฯ,35NZB0AB45,5.5,SC66,
90000141,RMC - South Chain,90000566,South 1,10080,Prod.นครศรีธรรมราช,15BB,นครศรีฯ-พัทธนันท์,9149009429,5/05/2026 0:00 น.,3727,NoSign,3062934,บริษัท พีระมิด เอ็นจิเนียร์ จำกัด,R006373,CF1A ทล.4103บ.นาพรุ-บ.จังหูนกม.24+450-กม.32+560/พีระมิดเอ็นฯ,35NZB0AB45,5.5,SO52,
90000141,RMC - South Chain,90000566,South 1,10080,Prod.นครศรีธรรมราช,313M,ศรีตรัง 2,9072067982,5/05/2026 0:00 น.,9174,NoSign,3002930,บจ.ซีวิล คอนสตรัคชั่น เซอร์วิสเซส แอนด์ โปรดักส์,RV0626,ทางหลวงหมายเลข 419 วงแหวนรอบเมืองตรัง ตอน บ.ควนปริง - บ.ควน,40NZB1AB32,5,4597,
90000141,RMC - South Chain,90000566,South 1,10080,Prod.นครศรีธรรมราช,313M,ศรีตรัง 2,9072067984,5/05/2026 0:00 น.,4792,NoSign,3002930,บจ.ซีวิล คอนสตรัคชั่น เซอร์วิสเซส แอนด์ โปรดักส์,RV0626,ทางหลวงหมายเลข 419 วงแหวนรอบเมืองตรัง ตอน บ.ควนปริง - บ.ควน,40NZB1AB32,5,SC51,
90000141,RMC - South Chain,90000566,South 1,10080,Prod.นครศรีธรรมราช,313M,ศรีตรัง 2,9072067986,5/05/2026 0:00 น.,2485,NoSign,3002930,บจ.ซีวิล คอนสตรัคชั่น เซอร์วิสเซส แอนด์ โปรดักส์,RV0626,ทางหลวงหมายเลข 419 วงแหวนรอบเมืองตรัง ตอน บ.ควนปริง - บ.ควน,40NZB1AB32,5,4597,
90000141,RMC - South Chain,90000566,South 1,10080,Prod.นครศรีธรรมราช,313M,ศรีตรัง 2,9072067988,5/05/2026 0:00 น.,1043,NoSign,3002930,บจ.ซีวิล คอนสตรัคชั่น เซอร์วิสเซส แอนด์ โปรดักส์,RV0626,ทางหลวงหมายเลข 419 วงแหวนรอบเมืองตรัง ตอน บ.ควนปริง - บ.ควน,40NZB1AB32,3,5511,
90000141,RMC - South Chain,90000566,South 1,10080,Prod.นครศรีธรรมราช,15BB,นครศรีฯ-พัทธนันท์,9149009430,5/05/2026 0:00 น.,2992,NoSign,3062934,บริษัท พีระมิด เอ็นจิเนียร์ จำกัด,R006373,CF1A ทล.4103บ.นาพรุ-บ.จังหูนกม.24+450-กม.32+560/พีระมิดเอ็นฯ,35NZB0AB45,5.5,SO51,
90000141,RMC - South Chain,90000566,South 1,10080,Prod.นครศรีธรรมราช,15BB,นครศรีฯ-พัทธนันท์,9149009438,5/05/2026 0:00 น.,706,NoSign,3062934,บริษัท พีระมิด เอ็นจิเนียร์ จำกัด,R006373,CF1A ทล.4103บ.นาพรุ-บ.จังหูนกม.24+450-กม.32+560/พีระมิดเอ็นฯ,35NZB0AB45,5.5,SO52,
90000141,RMC - South Chain,90000566,South 1,10080,Prod.นครศรีธรรมราช,15BB,นครศรีฯ-พัทธนันท์,9149009440,5/05/2026 0:00 น.,9014,NoSign,3062934,บริษัท พีระมิด เอ็นจิเนียร์ จำกัด,R006373,CF1A ทล.4103บ.นาพรุ-บ.จังหูนกม.24+450-กม.32+560/พีระมิดเอ็นฯ,35NZB0AB45,5.5,SO51,
90000141,RMC - South Chain,90000566,South 1,10080,Prod.นครศรีธรรมราช,15BB,นครศรีฯ-พัทธนันท์,9149009441,5/05/2026 0:00 น.,797,NoSign,3062934,บริษัท พีระมิด เอ็นจิเนียร์ จำกัด,R006373,CF1A ทล.4103บ.นาพรุ-บ.จังหูนกม.24+450-กม.32+560/พีระมิดเอ็นฯ,35NZB0AB45,5.5,SC67,
90000141,RMC - South Chain,90000566,South 1,10083,Prod.สงขลา,314O,ปุณณกัณฑ์,9071099406,5/05/2026 0:00 น.,2893,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,RV3351,O3-พลัสคอนโดเพชรเกษม หาดใหญ่ สงขลา/แสงฟ้าก่อสร้าง,32NCB1ABAQ,3,3567,
90000141,RMC - South Chain,90000566,South 1,10083,Prod.สงขลา,314O,ปุณณกัณฑ์,9071099415,5/05/2026 0:00 น.,5460,NoSign,3029467,บ.ร่อนทองชัย โฮมมาร์ท จก.,RV3351,O3-พลัสคอนโดเพชรเกษม หาดใหญ่ สงขลา/แสงฟ้าก่อสร้าง,38NCB1AB99,3,3566,
90000141,RMC - South Chain,90000565,South 2,10049,Prod.ภูเก็ต,312I,ภูเก็ต 2,9041223136,5/05/2026 0:00 น.,163,NoSign,3039714,บ.เคแพค อินเตอร์เทรด จก.,R008834,ปตท.ตรงข้าม รร.B2  อ.เมือง ภูเก็ต/แอคเซล,35NZB0ABAZ,5.25,3799,
90000141,RMC - South Chain,90000565,South 2,10049,Prod.ภูเก็ต,312I,ภูเก็ต 2,9041223140,5/05/2026 0:00 น.,3667,NoSign,3039714,บ.เคแพค อินเตอร์เทรด จก.,R008834,ปตท.ตรงข้าม รร.B2  อ.เมือง ภูเก็ต/แอคเซล,35NZB0ABAZ,5,6723,
90000141,RMC - South Chain,90000566,South 1,10080,Prod.นครศรีธรรมราช,313B,นครศรีธรรมราช,9004189188,5/05/2026 0:00 น.,896,NoSign,3040702,บ.เม้งฮวดนครศรีฯ จก.,S008126,ช่างประสิทธิ กะโรม51,28NCB0AB00,4,5483,
90000141,RMC - South Chain,90000566,South 1,10080,Prod.นครศรีธรรมราช,313N,ท่าศาลา 2,9080074573,5/05/2026 0:00 น.,6255,NoSign,3040702,บ.เม้งฮวดนครศรีฯ จก.,S008190,เข็มเจาะ บ้านเดี่ยว ถนนหลัง มวล. ท่าศาลา 2 เค,24B0B3AB00,2.25,SO30,
90000141,RMC - South Chain,90000566,South 1,10080,Prod.นครศรีธรรมราช,15BB,นครศรีฯ-พัทธนันท์,9149009443,5/05/2026 0:00 น.,8577,NoSign,3062934,บริษัท พีระมิด เอ็นจิเนียร์ จำกัด,R006373,CF1A ทล.4103บ.นาพรุ-บ.จังหูนกม.24+450-กม.32+560/พีระมิดเอ็นฯ,35NZB0AB45,5.5,SO52,
90000141,RMC - South Chain,90000565,South 2,10049,Prod.ภูเก็ต,312L,เชิงทะเล,9049160588,5/05/2026 0:00 น.,2751,NoSign,3041812,บ.เป็นเอกสิงห์บุรี จก.,R005139,L2-ส่วนต่อขยาย InterContinental Hotel Phuket กมลา/ซิโนไทย,32NCB0AB00,3,3767,
90000141,RMC - South Chain,90000565,South 2,10049,Prod.ภูเก็ต,312L,เชิงทะเล,9049160599,5/05/2026 0:00 น.,2463,NoSign,3041812,บ.เป็นเอกสิงห์บุรี จก.,R005139,L2-ส่วนต่อขยาย InterContinental Hotel Phuket กมลา/ซิโนไทย,32D0B4AB00,5,3468,
90000141,RMC - South Chain,90000565,South 2,10049,Prod.ภูเก็ต,312U,เชิงทะเล 2,9091067399,5/05/2026 0:00 น.,411,NoSign,3041812,บ.เป็นเอกสิงห์บุรี จก.,R005139,L2-ส่วนต่อขยาย InterContinental Hotel Phuket กมลา/ซิโนไทย,21NCB0AB00,3.5,UH48,
90000141,RMC - South Chain,90000565,South 2,10049,Prod.ภูเก็ต,312U,เชิงทะเล 2,9091067404,5/05/2026 0:00 น.,6846,NoSign,3041812,บ.เป็นเอกสิงห์บุรี จก.,R005139,L2-ส่วนต่อขยาย InterContinental Hotel Phuket กมลา/ซิโนไทย,21NCB0AB00,3,8707,
90000141,RMC - South Chain,90000565,South 2,10049,Prod.ภูเก็ต,312U,เชิงทะเล 2,9091067405,5/05/2026 0:00 น.,5415,NoSign,3041812,บ.เป็นเอกสิงห์บุรี จก.,R005139,L2-ส่วนต่อขยาย InterContinental Hotel Phuket กมลา/ซิโนไทย,38NCB1AB00,3.5,3075,
90000141,RMC - South Chain,90000565,South 2,10049,Prod.ภูเก็ต,312U,เชิงทะเล 2,9091067406,5/05/2026 0:00 น.,3136,NoSign,3041812,บ.เป็นเอกสิงห์บุรี จก.,R005139,L2-ส่วนต่อขยาย InterContinental Hotel Phuket กมลา/ซิโนไทย,21NCB0AB00,4.5,8748,
90000141,RMC - South Chain,90000565,South 2,10049,Prod.ภูเก็ต,312A,ภูเก็ต,9011184814,5/05/2026 0:00 น.,7203,NoSign,3041812,บ.เป็นเอกสิงห์บุรี จก.,R006060,อันดามันดาโฮเต็ล ภูเก็ต /ซิโนไทย,24D8B3AB32,3.5,8704,
90000141,RMC - South Chain,90000565,South 2,10049,Prod.ภูเก็ต,312A,ภูเก็ต,9011184819,5/05/2026 0:00 น.,7953,NoSign,3041812,บ.เป็นเอกสิงห์บุรี จก.,R006060,อันดามันดาโฮเต็ล ภูเก็ต /ซิโนไทย,24D8B3AB32,3.5,8716,
90000141,RMC - South Chain,90000565,South 2,10049,Prod.ภูเก็ต,312A,ภูเก็ต,9011184825,5/05/2026 0:00 น.,2172,NoSign,3041812,บ.เป็นเอกสิงห์บุรี จก.,R006060,อันดามันดาโฮเต็ล ภูเก็ต /ซิโนไทย,38D0B4AB00,3,8755,
90000141,RMC - South Chain,90000565,South 2,10049,Prod.ภูเก็ต,312I,ภูเก็ต 2,9041223159,5/05/2026 0:00 น.,5818,NoSign,3041812,บ.เป็นเอกสิงห์บุรี จก.,R006060,อันดามันดาโฮเต็ล ภูเก็ต /ซิโนไทย,38D0B4AB00,5,6723,
90000141,RMC - South Chain,90000565,South 2,9976,Prod.สุราษฏร์ธานี,311C,พุนพิน,9007145546,5/05/2026 0:00 น.,2021,NoSign,3042970,บ.โฮมเมท 18 จก.,RR5284,C2-เทพื้นและผนัง บ.เมโทร ปาร์ติเกิล พุนพิน/เมโทร ปาร์ติเกิล,28NCB0AB00,5,8751,
90000141,RMC - South Chain,90000565,South 2,9976,Prod.สุราษฏร์ธานี,311C,พุนพิน,9007145547,5/05/2026 0:00 น.,3177,NoSign,3042970,บ.โฮมเมท 18 จก.,RR5284,C2-เทพื้นและผนัง บ.เมโทร ปาร์ติเกิล พุนพิน/เมโทร ปาร์ติเกิล,28NCB0AB00,5,4608,
90000141,RMC - South Chain,90000565,South 2,9976,Prod.สุราษฏร์ธานี,311C,พุนพิน,9007145549,5/05/2026 0:00 น.,3659,NoSign,3042970,บ.โฮมเมท 18 จก.,RR5284,C2-เทพื้นและผนัง บ.เมโทร ปาร์ติเกิล พุนพิน/เมโทร ปาร์ติเกิล,28NCB0AB00,4,4600,
90000141,RMC - South Chain,90000565,South 2,9976,Prod.สุราษฏร์ธานี,311C,พุนพิน,9007145550,5/05/2026 0:00 น.,2719,NoSign,3042970,บ.โฮมเมท 18 จก.,RR5284,C2-เทพื้นและผนัง บ.เมโทร ปาร์ติเกิล พุนพิน/เมโทร ปาร์ติเกิล,28NCB0AB00,4,2080,
90000141,RMC - South Chain,90000565,South 2,9976,Prod.สุราษฏร์ธานี,311C,พุนพิน,9007145551,5/05/2026 0:00 น.,9745,NoSign,3042970,บ.โฮมเมท 18 จก.,RR5284,C2-เทพื้นและผนัง บ.เมโทร ปาร์ติเกิล พุนพิน/เมโทร ปาร์ติเกิล,28NCB0AB00,4,8751,
90000141,RMC - South Chain,90000565,South 2,9976,Prod.สุราษฏร์ธานี,ZZ1A,ศรีสุราษฎร์,9121045960,5/05/2026 0:00 น.,7205,NoSign,3042970,บ.โฮมเมท 18 จก.,S006056,ฐานรั้วคุณธีรวุฒิ กาญจนดิษฐ์/อีโคเฟ้นซ์,24NCB0AB00,1.5,4606,
90000141,RMC - South Chain,90000566,South 1,10080,Prod.นครศรีธรรมราช,313M,ศรีตรัง 2,9072067989,5/05/2026 0:00 น.,6618,NoSign,3002930,บจ.ซีวิล คอนสตรัคชั่น เซอร์วิสเซส แอนด์ โปรดักส์,RV0626,ทางหลวงหมายเลข 419 วงแหวนรอบเมืองตรัง ตอน บ.ควนปริง - บ.ควน,30NZB0AB31,4,4597,
90000141,RMC - South Chain,90000566,South 1,10080,Prod.นครศรีธรรมราช,313C,นครศรีธรรมราช 2,9002148475,5/05/2026 0:00 น.,4942,NoSign,3046000,บ.ชีย้งเฮง จก.,R001491,C3(CH)ก่อสร้างถนนส่วนขยาย(ตอน2)เมืองนศ./วิวัฒน์ก่อสร้าง,42NZB0AB52,5.25,9700,
90000141,RMC - South Chain,90000566,South 1,10080,Prod.นครศรีธรรมราช,15BB,นครศรีฯ-พัทธนันท์,9149009444,5/05/2026 0:00 น.,1619,NoSign,3062934,บริษัท พีระมิด เอ็นจิเนียร์ จำกัด,R006373,CF1A ทล.4103บ.นาพรุ-บ.จังหูนกม.24+450-กม.32+560/พีระมิดเอ็นฯ,35NZB0AB45,5.5,SO51,
90000141,RMC - South Chain,90000566,South 1,10080,Prod.นครศรีธรรมราช,313C,นครศรีธรรมราช 2,9002148480,5/05/2026 0:00 น.,6032,NoSign,3046000,บ.ชีย้งเฮง จก.,R001491,C3(CH)ก่อสร้างถนนส่วนขยาย(ตอน2)เมืองนศ./วิวัฒน์ก่อสร้าง,42NZB0AB52,4.25,9700,
90000141,RMC - South Chain,90000566,South 1,10080,Prod.นครศรีธรรมราช,313C,นครศรีธรรมราช 2,9002148482,5/05/2026 0:00 น.,5957,NoSign,3046000,บ.ชีย้งเฮง จก.,R001491,C3(CH)ก่อสร้างถนนส่วนขยาย(ตอน2)เมืองนศ./วิวัฒน์ก่อสร้าง,42NZB0AB52,3,4710,
90000141,RMC - South Chain,90000566,South 1,10080,Prod.นครศรีธรรมราช,313M,ศรีตรัง 2,9072067991,5/05/2026 0:00 น.,9828,NoSign,3002930,บจ.ซีวิล คอนสตรัคชั่น เซอร์วิสเซส แอนด์ โปรดักส์,RV0626,ทางหลวงหมายเลข 419 วงแหวนรอบเมืองตรัง ตอน บ.ควนปริง - บ.ควน,30NZB0AB31,3.5,4593,
90000141,RMC - South Chain,90000566,South 1,10083,Prod.สงขลา,313H,พัทลุง,9017198305,5/05/2026 0:00 น.,1004,NoSign,3046000,บ.ชีย้งเฮง จก.,R011192,I6B-ถนนสายซอย2 บ้านชายคลอง ต.ลำปำ เมือง พท/ลูกแก้ววิศวกรรม,32NZB0CB32,5,2120,
90000141,RMC - South Chain,90000566,South 1,10083,Prod.สงขลา,313H,พัทลุง,9017198306,5/05/2026 0:00 น.,7739,NoSign,3046000,บ.ชีย้งเฮง จก.,R011192,I6B-ถนนสายซอย2 บ้านชายคลอง ต.ลำปำ เมือง พท/ลูกแก้ววิศวกรรม,32NZB0CB32,5,1170,
90000141,RMC - South Chain,90000566,South 1,10083,Prod.สงขลา,313H,พัทลุง,9017198307,5/05/2026 0:00 น.,5935,NoSign,3046000,บ.ชีย้งเฮง จก.,R011192,I6B-ถนนสายซอย2 บ้านชายคลอง ต.ลำปำ เมือง พท/ลูกแก้ววิศวกรรม,32NZB0CB32,5,1147,
90000141,RMC - South Chain,90000566,South 1,10083,Prod.สงขลา,313H,พัทลุง,9017198308,5/05/2026 0:00 น.,8753,NoSign,3046000,บ.ชีย้งเฮง จก.,R011192,I6B-ถนนสายซอย2 บ้านชายคลอง ต.ลำปำ เมือง พท/ลูกแก้ววิศวกรรม,32NZB0CB32,5,1162,
90000141,RMC - South Chain,90000566,South 1,10083,Prod.สงขลา,313H,พัทลุง,9017198309,5/05/2026 0:00 น.,7519,NoSign,3046000,บ.ชีย้งเฮง จก.,R011192,I6B-ถนนสายซอย2 บ้านชายคลอง ต.ลำปำ เมือง พท/ลูกแก้ววิศวกรรม,32NZB0CB32,5,1119,
90000141,RMC - South Chain,90000566,South 1,10083,Prod.สงขลา,313H,พัทลุง,9017198310,5/05/2026 0:00 น.,767,NoSign,3046000,บ.ชีย้งเฮง จก.,R011192,I6B-ถนนสายซอย2 บ้านชายคลอง ต.ลำปำ เมือง พท/ลูกแก้ววิศวกรรม,32NZB0CB32,5,2093,
90000141,RMC - South Chain,90000566,South 1,10083,Prod.สงขลา,313I,ควนขนุน,9032097084,5/05/2026 0:00 น.,4077,NoSign,3046000,บ.ชีย้งเฮง จก.,R011192,I6B-ถนนสายซอย2 บ้านชายคลอง ต.ลำปำ เมือง พท/ลูกแก้ววิศวกรรม,32NZB0CB32,5,2167,
90000141,RMC - South Chain,90000566,South 1,10083,Prod.สงขลา,313I,ควนขนุน,9032097085,5/05/2026 0:00 น.,6800,NoSign,3046000,บ.ชีย้งเฮง จก.,R011192,I6B-ถนนสายซอย2 บ้านชายคลอง ต.ลำปำ เมือง พท/ลูกแก้ววิศวกรรม,32NZB0CB32,5,2189,
90000141,RMC - South Chain,90000566,South 1,10083,Prod.สงขลา,313I,ควนขนุน,9032097088,5/05/2026 0:00 น.,7145,NoSign,3046000,บ.ชีย้งเฮง จก.,R011192,I6B-ถนนสายซอย2 บ้านชายคลอง ต.ลำปำ เมือง พท/ลูกแก้ววิศวกรรม,32NZB0CB32,5,2167,
90000141,RMC - South Chain,90000566,South 1,10083,Prod.สงขลา,313I,ควนขนุน,9032097089,5/05/2026 0:00 น.,4884,NoSign,3046000,บ.ชีย้งเฮง จก.,R011192,I6B-ถนนสายซอย2 บ้านชายคลอง ต.ลำปำ เมือง พท/ลูกแก้ววิศวกรรม,32NZB0CB32,5,2120,
90000141,RMC - South Chain,90000566,South 1,10083,Prod.สงขลา,313I,ควนขนุน,9032097090,5/05/2026 0:00 น.,3557,NoSign,3046000,บ.ชีย้งเฮง จก.,R011192,I6B-ถนนสายซอย2 บ้านชายคลอง ต.ลำปำ เมือง พท/ลูกแก้ววิศวกรรม,32NZB0CB32,5,1147,
90000141,RMC - South Chain,90000566,South 1,10083,Prod.สงขลา,313I,ควนขนุน,9032097091,5/05/2026 0:00 น.,5206,NoSign,3046000,บ.ชีย้งเฮง จก.,R011192,I6B-ถนนสายซอย2 บ้านชายคลอง ต.ลำปำ เมือง พท/ลูกแก้ววิศวกรรม,32NZB0CB32,5,2112,
90000141,RMC - South Chain,90000566,South 1,10083,Prod.สงขลา,313I,ควนขนุน,9032097092,5/05/2026 0:00 น.,6001,NoSign,3046000,บ.ชีย้งเฮง จก.,R011192,I6B-ถนนสายซอย2 บ้านชายคลอง ต.ลำปำ เมือง พท/ลูกแก้ววิศวกรรม,32NZB0CB32,5,1170,
90000141,RMC - South Chain,90000566,South 1,10083,Prod.สงขลา,313I,ควนขนุน,9032097093,5/05/2026 0:00 น.,8534,NoSign,3046000,บ.ชีย้งเฮง จก.,R011192,I6B-ถนนสายซอย2 บ้านชายคลอง ต.ลำปำ เมือง พท/ลูกแก้ววิศวกรรม,32NZB0CB32,5,1162,
90000141,RMC - South Chain,90000566,South 1,10083,Prod.สงขลา,313I,ควนขนุน,9032097095,5/05/2026 0:00 น.,8963,NoSign,3046000,บ.ชีย้งเฮง จก.,R011192,I6B-ถนนสายซอย2 บ้านชายคลอง ต.ลำปำ เมือง พท/ลูกแก้ววิศวกรรม,32NZB0CB32,5,2167,
90000141,RMC - South Chain,90000565,South 2,10049,Prod.ภูเก็ต,312Q,แหลมพันวา,9058090983,5/05/2026 0:00 น.,6959,NoSign,3046000,บ.ชีย้งเฮง จก.,RV2284,Q1-Crescent Bay Beachfront Villas แหลมพันวา ภูเก็ต/SSS&P,24P5B3AB00,2.5,8708,
90000141,RMC - South Chain,90000566,South 1,10080,Prod.นครศรีธรรมราช,313B,นครศรีธรรมราช,9004189172,5/05/2026 0:00 น.,4450,NoSign,3058994,บริษัท วันโฮม วัสดุก่อสร้าง จำกัด,R011409,โครงสร้างCJสาขาสะพานยาว อ.เมืองนครศรีธรรมราช/มหาพร/ชูคอนกรีต,28NCB0AB00,5.5,5481,
90000141,RMC - South Chain,90000566,South 1,10080,Prod.นครศรีธรรมราช,313B,นครศรีธรรมราช,9004189175,5/05/2026 0:00 น.,7218,NoSign,3058994,บริษัท วันโฮม วัสดุก่อสร้าง จำกัด,R011409,โครงสร้างCJสาขาสะพานยาว อ.เมืองนครศรีธรรมราช/มหาพร/ชูคอนกรีต,28NCB0AB00,5.5,3463,
90000141,RMC - South Chain,90000566,South 1,10080,Prod.นครศรีธรรมราช,313B,นครศรีธรรมราช,9004189178,5/05/2026 0:00 น.,7977,NoSign,3058994,บริษัท วันโฮม วัสดุก่อสร้าง จำกัด,R011409,โครงสร้างCJสาขาสะพานยาว อ.เมืองนครศรีธรรมราช/มหาพร/ชูคอนกรีต,28NCB0AB00,5.5,3331,
90000141,RMC - South Chain,90000566,South 1,10080,Prod.นครศรีธรรมราช,313B,นครศรีธรรมราช,9004189181,5/05/2026 0:00 น.,8629,NoSign,3058994,บริษัท วันโฮม วัสดุก่อสร้าง จำกัด,R011409,โครงสร้างCJสาขาสะพานยาว อ.เมืองนครศรีธรรมราช/มหาพร/ชูคอนกรีต,28NCB0AB00,5.5,3463,
90000141,RMC - South Chain,90000566,South 1,10080,Prod.นครศรีธรรมราช,313B,นครศรีธรรมราช,9004189182,5/05/2026 0:00 น.,776,NoSign,3058994,บริษัท วันโฮม วัสดุก่อสร้าง จำกัด,R011409,โครงสร้างCJสาขาสะพานยาว อ.เมืองนครศรีธรรมราช/มหาพร/ชูคอนกรีต,28NCB0AB00,5.5,5483,
90000141,RMC - South Chain,90000566,South 1,10080,Prod.นครศรีธรรมราช,313B,นครศรีธรรมราช,9004189185,5/05/2026 0:00 น.,9214,NoSign,3058994,บริษัท วันโฮม วัสดุก่อสร้าง จำกัด,R011409,โครงสร้างCJสาขาสะพานยาว อ.เมืองนครศรีธรรมราช/มหาพร/ชูคอนกรีต,28NCB0AB00,5.5,3463,
90000141,RMC - South Chain,90000566,South 1,10080,Prod.นครศรีธรรมราช,313B,นครศรีธรรมราช,9004189187,5/05/2026 0:00 น.,6426,NoSign,3058994,บริษัท วันโฮม วัสดุก่อสร้าง จำกัด,R011409,โครงสร้างCJสาขาสะพานยาว อ.เมืองนครศรีธรรมราช/มหาพร/ชูคอนกรีต,28NCB0AB00,5.5,3461,
90000141,RMC - South Chain,90000565,South 2,9976,Prod.สุราษฏร์ธานี,311D,สมุย,9001187274,5/05/2026 0:00 น.,3818,NoSign,3062195,บริษัท ฟ้าทวีพร จำกัด,R010637,D2B-ซุปเปอร์ชีป หน้าเมือง เกาะสมุย สุราษฎร์/ช่างปราการ,28NCB0AB00,5,9393,
90000141,RMC - South Chain,90000565,South 2,9976,Prod.สุราษฏร์ธานี,311D,สมุย,9001187276,5/05/2026 0:00 น.,945,NoSign,3062195,บริษัท ฟ้าทวีพร จำกัด,R010637,D2B-ซุปเปอร์ชีป หน้าเมือง เกาะสมุย สุราษฎร์/ช่างปราการ,28NCB0AB00,5,9393,
90000141,RMC - South Chain,90000565,South 2,9976,Prod.สุราษฏร์ธานี,311C,พุนพิน,9007145543,5/05/2026 0:00 น.,8413,NoSign,3064830,บจ.บูรพาคอนกรีต แอนด์ คอนสตรัคชั่น,R000240,โกดัง เมโทรปาร์ติเกิลแวร์เฮ้าส์ ท่าโรงช้าง พุนพิน สุราษ,07NCB0AB00,4,2130,
90000141,RMC - South Chain,90000565,South 2,9976,Prod.สุราษฏร์ธานี,311C,พุนพิน,9007145544,5/05/2026 0:00 น.,5195,NoSign,3064830,บจ.บูรพาคอนกรีต แอนด์ คอนสตรัคชั่น,R000240,โกดัง เมโทรปาร์ติเกิลแวร์เฮ้าส์ ท่าโรงช้าง พุนพิน สุราษ,28NCB0AB00,5.5,4600,
90000141,RMC - South Chain,90000565,South 2,9976,Prod.สุราษฏร์ธานี,311C,พุนพิน,9007145545,5/05/2026 0:00 น.,8922,NoSign,3064830,บจ.บูรพาคอนกรีต แอนด์ คอนสตรัคชั่น,R000240,โกดัง เมโทรปาร์ติเกิลแวร์เฮ้าส์ ท่าโรงช้าง พุนพิน สุราษ,28NCB0AB00,5.5,2080,
90000141,RMC - South Chain,90000565,South 2,9976,Prod.สุราษฏร์ธานี,311C,พุนพิน,9007145548,5/05/2026 0:00 น.,6630,NoSign,3064830,บจ.บูรพาคอนกรีต แอนด์ คอนสตรัคชั่น,R000240,โกดัง เมโทรปาร์ติเกิลแวร์เฮ้าส์ ท่าโรงช้าง พุนพิน สุราษ,28NCB0AB00,5.5,2130,
90000141,RMC - South Chain,90000566,South 1,10080,Prod.นครศรีธรรมราช,313M,ศรีตรัง 2,9072067983,5/05/2026 0:00 น.,5724,NoSign,3068081,บจ.เอฟวัน คอนกรีต,R011795,M3B-บ้านคุณฝน ต.หนองตรุด อ.เมือง ตรัง/SWT,24NCB0AB00,2,4593,
90000141,RMC - South Chain,90000565,South 2,10049,Prod.ภูเก็ต,312K,กะทู้,9047201684,5/05/2026 0:00 น.,1809,NoSign,4999515,ลูกค้าทั่วไป(Call Center),R008033,(ขึ้นเขา 3 คิว) วิลล่า โกไก่ ถ.ห้าสิบปี ต.ป่าตอง จ.ภูเก็ต,28D8B4AB00,3,8735,
